EU753,area,id,percentage,type
Central African Republic,,10,,Timber and carbon exposed zone
Chad,,10,,Timber and carbon exposed zone
Chile,,10,,Timber and carbon exposed zone
China,,10,,Timber and carbon exposed zone
Colombia,,10,,Timber and carbon exposed zone
Costa Rica,,10,,Timber and carbon exposed zone
Cote d'Ivoire,,10,,Timber and carbon exposed zone
Cuba,,10,,Timber and carbon exposed zone
Dem. Rep. Korea,,10,,Timber and carbon exposed zone
Democratic Republic of the Congo,,10,,Timber and carbon exposed zone
Djibouti,,10,,Timber and carbon exposed zone
Dominican Republic,,10,,Timber and carbon exposed zone
Ecuador,,10,,Timber and carbon exposed zone
Egypt,,10,,Timber and carbon exposed zone
El Salvador,,10,,Timber and carbon exposed zone
Equatorial Guinea,,10,,Timber and carbon exposed zone
Eritrea,,10,,Timber and carbon exposed zone
Ethiopia,,10,,Timber and carbon exposed zone
EU,30856790.2164821,10,7.4434347337454,Timber and carbon exposed zone
Fiji,,10,,Timber and carbon exposed zone
Franch_GYN,,10,,Timber and carbon exposed zone
Gabon,,10,,Timber and carbon exposed zone
Georgia,,10,,Timber and carbon exposed zone
Ghana,,10,,Timber and carbon exposed zone
Guatemala,,10,,Timber and carbon exposed zone
Guinea,,10,,Timber and carbon exposed zone
Guinea-Bissau,,10,,Timber and carbon exposed zone
Guyana,,10,,Timber and carbon exposed zone
Haiti,,10,,Timber and carbon exposed zone
Honduras,,10,,Timber and carbon exposed zone
Iceland,,10,,Timber and carbon exposed zone
India,,10,,Timber and carbon exposed zone
Indonesia,,10,,Timber and carbon exposed zone
Iran,,10,,Timber and carbon exposed zone
Iraq,,10,,Timber and carbon exposed zone
Israel,,10,,Timber and carbon exposed zone
Jamaica,,10,,Timber and carbon exposed zone
Japan,,10,,Timber and carbon exposed zone
Jordan,,10,,Timber and carbon exposed zone
Kazakhstan,,10,,Timber and carbon exposed zone
Kenya,,10,,Timber and carbon exposed zone
Kingdom of eSwatini,,10,,Timber and carbon exposed zone
Kosovo,,10,,Timber and carbon exposed zone
Kuwait,,10,,Timber and carbon exposed zone
Kyrgyzstan,,10,,Timber and carbon exposed zone
Lao PDR,,10,,Timber and carbon exposed zone
Lebanon,,10,,Timber and carbon exposed zone
Lesotho,,10,,Timber and carbon exposed zone
Liberia,,10,,Timber and carbon exposed zone
Libya,,10,,Timber and carbon exposed zone
Madagascar,,10,,Timber and carbon exposed zone
Malawi,,10,,Timber and carbon exposed zone
Malaysia,,10,,Timber and carbon exposed zone
Mali,,10,,Timber and carbon exposed zone
Mauritania,,10,,Timber and carbon exposed zone
Mexico,,10,,Timber and carbon exposed zone
Moldova,,10,,Timber and carbon exposed zone
Mongolia,,10,,Timber and carbon exposed zone
Montenegro,,10,,Timber and carbon exposed zone
Morocco,,10,,Timber and carbon exposed zone
Mozambique,,10,,Timber and carbon exposed zone
Myanmar,,10,,Timber and carbon exposed zone
Namibia,,10,,Timber and carbon exposed zone
Nepal,,10,,Timber and carbon exposed zone
New Caledonia,,10,,Timber and carbon exposed zone
New Zealand,,10,,Timber and carbon exposed zone
Nicaragua,,10,,Timber and carbon exposed zone
Niger,,10,,Timber and carbon exposed zone
Nigeria,,10,,Timber and carbon exposed zone
North Macedonia,,10,,Timber and carbon exposed zone
Northern Cyprus,,10,,Timber and carbon exposed zone
Norway,558207.845203202,10,1.4025511738319,Timber and carbon exposed zone
Oman,,10,,Timber and carbon exposed zone
Pakistan,,10,,Timber and carbon exposed zone
Palestine,,10,,Timber and carbon exposed zone
Panama,,10,,Timber and carbon exposed zone
Papua New Guinea,,10,,Timber and carbon exposed zone
Paraguay,,10,,Timber and carbon exposed zone
Peru,,10,,Timber and carbon exposed zone
Philippines,,10,,Timber and carbon exposed zone
Puerto Rico,,10,,Timber and carbon exposed zone
Qatar,,10,,Timber and carbon exposed zone
Republic of Korea,,10,,Timber and carbon exposed zone
Republic of the Congo,,10,,Timber and carbon exposed zone
Russian Federation,227991.575654225,10,0.013396684575902,Timber and carbon exposed zone
Rwanda,,10,,Timber and carbon exposed zone
Saudi Arabia,,10,,Timber and carbon exposed zone
Senegal,,10,,Timber and carbon exposed zone
Serbia,,10,,Timber and carbon exposed zone
Sierra Leone,,10,,Timber and carbon exposed zone
Solomon Islands,,10,,Timber and carbon exposed zone
Somalia,,10,,Timber and carbon exposed zone
Somaliland,,10,,Timber and carbon exposed zone
South Africa,,10,,Timber and carbon exposed zone
South Sudan,,10,,Timber and carbon exposed zone
Sri Lanka,,10,,Timber and carbon exposed zone
Sudan,,10,,Timber and carbon exposed zone
Suriname,,10,,Timber and carbon exposed zone
Switzerland,1276762.33399492,10,27.644371872559,Timber and carbon exposed zone
Syria,,10,,Timber and carbon exposed zone
Tajikistan,,10,,Timber and carbon exposed zone
Tanzania,,10,,Timber and carbon exposed zone
Thailand,,10,,Timber and carbon exposed zone
The Gambia,,10,,Timber and carbon exposed zone
Timor-Leste,,10,,Timber and carbon exposed zone
Togo,,10,,Timber and carbon exposed zone
Trinidad and Tobago,,10,,Timber and carbon exposed zone
Tunisia,,10,,Timber and carbon exposed zone
Turkey,9742.55222451553,10,0.0121957342026181,Timber and carbon exposed zone
Turkmenistan,,10,,Timber and carbon exposed zone
Uganda,,10,,Timber and carbon exposed zone
Ukraine,56349.571635212,10,0.0984187753558444,Timber and carbon exposed zone
United Arab Emirates,,10,,Timber and carbon exposed zone
United Kingdom,1061974.57216115,10,4.24812958119798,Timber and carbon exposed zone
United States,4017886.36355276,10,0.422457640357085,Timber and carbon exposed zone
Uruguay,,10,,Timber and carbon exposed zone
Uzbekistan,,10,,Timber and carbon exposed zone
Vanuatu,,10,,Timber and carbon exposed zone
Venezuela,,10,,Timber and carbon exposed zone
Vietnam,,10,,Timber and carbon exposed zone
Western Sahara,,10,,Timber and carbon exposed zone
Yemen,,10,,Timber and carbon exposed zone
Zambia,,10,,Timber and carbon exposed zone
Zimbabwe,,10,,Timber and carbon exposed zone
Afghanistan,,12,,Diversity and carbon exposed zone
Albania,9294.50491501694,12,0.313001123874073,Diversity and carbon exposed zone
Algeria,,12,,Diversity and carbon exposed zone
Angola,,12,,Diversity and carbon exposed zone
Argentina,263639.023153252,12,0.0946819882150162,Diversity and carbon exposed zone
Armenia,,12,,Diversity and carbon exposed zone
Australia,8005930.46840678,12,1.04140643353656,Diversity and carbon exposed zone
Azerbaijan,,12,,Diversity and carbon exposed zone
Bahamas,,12,,Diversity and carbon exposed zone
Bangladesh,90785.7744994701,12,0.67860901328151,Diversity and carbon exposed zone
Belarus,,12,,Diversity and carbon exposed zone
Belize,11781.6369977718,12,0.534424897121487,Diversity and carbon exposed zone
Benin,719582.431553369,12,6.15034608926514,Diversity and carbon exposed zone
Bhutan,,12,,Diversity and carbon exposed zone
Bolivia,35593.7845274759,12,0.0327971813558802,Diversity and carbon exposed zone
Bosnia and Herzegovina,,12,,Diversity and carbon exposed zone
Botswana,,12,,Diversity and carbon exposed zone
Brazil,1126729.86271785,12,0.13242314160118,Diversity and carbon exposed zone
Brunei Darussalam,,12,,Diversity and carbon exposed zone
Burkina Faso,,12,,Diversity and carbon exposed zone
Burundi,,12,,Diversity and carbon exposed zone
Cambodia,24046.4463423792,12,0.13195224296008,Diversity and carbon exposed zone
Cameroon,73593.3900434513,12,0.159872790344281,Diversity and carbon exposed zone
Canada,3558830.89782184,12,0.35460498759467,Diversity and carbon exposed zone
Central African Republic,12274.56062421,12,0.0197384522502901,Diversity and carbon exposed zone
Chad,,12,,Diversity and carbon exposed zone
Chile,159274.985910565,12,0.19546678777791,Diversity and carbon exposed zone
China,1163914.11777274,12,0.123241465785891,Diversity and carbon exposed zone
Colombia,440141.199452823,12,0.382105840667841,Diversity and carbon exposed zone
Costa Rica,230338.570906969,12,4.27883080812673,Diversity and carbon exposed zone
Cote d'Ivoire,110058.572172145,12,0.333686820846623,Diversity and carbon exposed zone
Cuba,34648.8842659027,12,0.301645547591726,Diversity and carbon exposed zone
Dem. Rep. Korea,,12,,Diversity and carbon exposed zone
Democratic Republic of the Congo,,12,,Diversity and carbon exposed zone
Djibouti,,12,,Diversity and carbon exposed zone
Dominican Republic,93195.2058952915,12,1.93520158976761,Diversity and carbon exposed zone
Ecuador,86109.2330812748,12,0.343410646409967,Diversity and carbon exposed zone
Egypt,,12,,Diversity and carbon exposed zone
El Salvador,11960.3705497353,12,0.572448867264403,Diversity and carbon exposed zone
Equatorial Guinea,,12,,Diversity and carbon exposed zone
Eritrea,,12,,Diversity and carbon exposed zone
Ethiopia,12185.0505655659,12,0.0107604416259794,Diversity and carbon exposed zone
EU,987233.58374712,12,0.238145597647357,Diversity and carbon exposed zone
Fiji,46931.4905341789,12,2.43294689192972,Diversity and carbon exposed zone
Franch_GYN,12256.8783499238,12,0.14377860157133,Diversity and carbon exposed zone
Gabon,12295.277319418,12,0.0456266464224936,Diversity and carbon exposed zone
Georgia,,12,,Diversity and carbon exposed zone
Ghana,36640.7513813248,12,0.150491984689928,Diversity and carbon exposed zone
Guatemala,83230.3509353317,12,0.760378870123893,Diversity and carbon exposed zone
Guinea,,12,,Diversity and carbon exposed zone
Guinea-Bissau,,12,,Diversity and carbon exposed zone
Guyana,,12,,Diversity and carbon exposed zone
Haiti,,12,,Diversity and carbon exposed zone
Honduras,23847.870565815,12,0.209578323705245,Diversity and carbon exposed zone
Iceland,,12,,Diversity and carbon exposed zone
India,595046.959167238,12,0.189331016183988,Diversity and carbon exposed zone
Indonesia,611417.57952134,12,0.336081977881939,Diversity and carbon exposed zone
Iran,,12,,Diversity and carbon exposed zone
Iraq,,12,,Diversity and carbon exposed zone
Israel,,12,,Diversity and carbon exposed zone
Jamaica,23417.0467663746,12,1.87928893652887,Diversity and carbon exposed zone
Japan,413916.180002394,12,1.02297527307862,Diversity and carbon exposed zone
Jordan,,12,,Diversity and carbon exposed zone
Kazakhstan,,12,,Diversity and carbon exposed zone
Kenya,24616.094778526,12,0.041663094989105,Diversity and carbon exposed zone
Kingdom of eSwatini,11068.6418930882,12,0.610898748552319,Diversity and carbon exposed zone
Kosovo,,12,,Diversity and carbon exposed zone
Kuwait,,12,,Diversity and carbon exposed zone
Kyrgyzstan,,12,,Diversity and carbon exposed zone
Lao PDR,23487.7632517006,12,0.102530657324582,Diversity and carbon exposed zone
Lebanon,,12,,Diversity and carbon exposed zone
Lesotho,,12,,Diversity and carbon exposed zone
Liberia,,12,,Diversity and carbon exposed zone
Libya,,12,,Diversity and carbon exposed zone
Madagascar,11711.8366259769,12,0.019871357281205,Diversity and carbon exposed zone
Malawi,23734.0301445686,12,0.213441226035981,Diversity and carbon exposed zone
Malaysia,417570.531345916,12,1.2345884325733,Diversity and carbon exposed zone
Mali,,12,,Diversity and carbon exposed zone
Mauritania,,12,,Diversity and carbon exposed zone
Mexico,3177133.81621497,12,1.61318385788664,Diversity and carbon exposed zone
Moldova,,12,,Diversity and carbon exposed zone
Mongolia,,12,,Diversity and carbon exposed zone
Montenegro,,12,,Diversity and carbon exposed zone
Morocco,,12,,Diversity and carbon exposed zone
Mozambique,34462.0363245735,12,0.0424935376825546,Diversity and carbon exposed zone
Myanmar,34284.5289909267,12,0.0504500335219044,Diversity and carbon exposed zone
Namibia,,12,,Diversity and carbon exposed zone
Nepal,10934.8695562466,12,0.0725571990119563,Diversity and carbon exposed zone
New Caledonia,34384.0920800449,12,1.48085930696943,Diversity and carbon exposed zone
New Zealand,894515.876756721,12,3.22199905158808,Diversity and carbon exposed zone
Nicaragua,12049.2347165346,12,0.093015400997654,Diversity and carbon exposed zone
Niger,,12,,Diversity and carbon exposed zone
Nigeria,12233.2272355375,12,0.0135163066220292,Diversity and carbon exposed zone
North Macedonia,,12,,Diversity and carbon exposed zone
Northern Cyprus,,12,,Diversity and carbon exposed zone
Norway,17396.7679377831,12,0.04371106121437,Diversity and carbon exposed zone
Oman,,12,,Diversity and carbon exposed zone
Pakistan,,12,,Diversity and carbon exposed zone
Palestine,,12,,Diversity and carbon exposed zone
Panama,12159.8711716213,12,0.161559794524305,Diversity and carbon exposed zone
Papua New Guinea,122150.603823359,12,0.262960870483024,Diversity and carbon exposed zone
Paraguay,11133.0688087536,12,0.02774002716797,Diversity and carbon exposed zone
Peru,36636.1567591312,12,0.0279729459890801,Diversity and carbon exposed zone
Philippines,132384.034465837,12,0.452971393494269,Diversity and carbon exposed zone
Puerto Rico,479902.152182226,12,52.0238245481112,Diversity and carbon exposed zone
Qatar,,12,,Diversity and carbon exposed zone
Republic of Korea,329259.303158353,12,3.32436182058319,Diversity and carbon exposed zone
Republic of the Congo,,12,,Diversity and carbon exposed zone
Russian Federation,93588.0715701782,12,0.0054991938684353,Diversity and carbon exposed zone
Rwanda,,12,,Diversity and carbon exposed zone
Saudi Arabia,,12,,Diversity and carbon exposed zone
Senegal,,12,,Diversity and carbon exposed zone
Serbia,17585.008029805,12,0.230204611896128,Diversity and carbon exposed zone
Sierra Leone,,12,,Diversity and carbon exposed zone
Solomon Islands,24266.2990300301,12,0.981324142917557,Diversity and carbon exposed zone
Somalia,,12,,Diversity and carbon exposed zone
Somaliland,,12,,Diversity and carbon exposed zone
South Africa,332693.027390723,12,0.273506085018502,Diversity and carbon exposed zone
South Sudan,,12,,Diversity and carbon exposed zone
Sri Lanka,85522.6952542425,12,1.30827894282128,Diversity and carbon exposed zone
Sudan,,12,,Diversity and carbon exposed zone
Suriname,,12,,Diversity and carbon exposed zone
Switzerland,382944.148641257,12,8.29148085715816,Diversity and carbon exposed zone
Syria,,12,,Diversity and carbon exposed zone
Tajikistan,,12,,Diversity and carbon exposed zone
Tanzania,36738.1527308364,12,0.0393871015793545,Diversity and carbon exposed zone
Thailand,414403.452397996,12,0.812355771844053,Diversity and carbon exposed zone
The Gambia,,12,,Diversity and carbon exposed zone
Timor-Leste,,12,,Diversity and carbon exposed zone
Togo,36611.7539608849,12,0.600517735866173,Diversity and carbon exposed zone
Trinidad and Tobago,,12,,Diversity and carbon exposed zone
Tunisia,,12,,Diversity and carbon exposed zone
Turkey,,12,,Diversity and carbon exposed zone
Turkmenistan,,12,,Diversity and carbon exposed zone
Uganda,24616.8245978748,12,0.100162664269838,Diversity and carbon exposed zone
Ukraine,72439.4870987137,12,0.12652102581745,Diversity and carbon exposed zone
United Arab Emirates,,12,,Diversity and carbon exposed zone
United Kingdom,28871.1203133087,12,0.115490769233485,Diversity and carbon exposed zone
United States,36371031.6699935,12,3.82420477493838,Diversity and carbon exposed zone
Uruguay,30687.2483974869,12,0.173517782831993,Diversity and carbon exposed zone
Uzbekistan,,12,,Diversity and carbon exposed zone
Vanuatu,23767.7587879318,12,3.17324784149617,Diversity and carbon exposed zone
Venezuela,48522.6741826584,12,0.053409712413953,Diversity and carbon exposed zone
Vietnam,92807.9663161112,12,0.276221720188289,Diversity and carbon exposed zone
Western Sahara,,12,,Diversity and carbon exposed zone
Yemen,,12,,Diversity and carbon exposed zone
Zambia,11869.9410429447,12,0.0157861503722091,Diversity and carbon exposed zone
Zimbabwe,34781.5707763607,12,0.0924234285697246,Diversity and carbon exposed zone
Afghanistan,,15,,"Timber, diversity and carbon exposed zone"
Albania,,15,,"Timber, diversity and carbon exposed zone"
Algeria,,15,,"Timber, diversity and carbon exposed zone"
Angola,,15,,"Timber, diversity and carbon exposed zone"
Argentina,31908.8260728546,15,0.0114595747550954,"Timber, diversity and carbon exposed zone"
Armenia,,15,,"Timber, diversity and carbon exposed zone"
Australia,4512098.10715215,15,0.586930902795052,"Timber, diversity and carbon exposed zone"
Azerbaijan,,15,,"Timber, diversity and carbon exposed zone"
Bahamas,,15,,"Timber, diversity and carbon exposed zone"
Bangladesh,113763.530613008,15,0.850364032056196,"Timber, diversity and carbon exposed zone"
Belarus,,15,,"Timber, diversity and carbon exposed zone"
Belize,,15,,"Timber, diversity and carbon exposed zone"
Benin,,15,,"Timber, diversity and carbon exposed zone"
Bhutan,,15,,"Timber, diversity and carbon exposed zone"
Bolivia,,15,,"Timber, diversity and carbon exposed zone"
Bosnia and Herzegovina,,15,,"Timber, diversity and carbon exposed zone"
Botswana,,15,,"Timber, diversity and carbon exposed zone"
Brazil,302308.738089475,15,0.035529965216979,"Timber, diversity and carbon exposed zone"
Brunei Darussalam,12271.3153416817,15,1.14681674174012,"Timber, diversity and carbon exposed zone"
Burkina Faso,,15,,"Timber, diversity and carbon exposed zone"
Burundi,,15,,"Timber, diversity and carbon exposed zone"
Cambodia,,15,,"Timber, diversity and carbon exposed zone"
Cameroon,,15,,"Timber, diversity and carbon exposed zone"
Canada,2110384.64762798,15,0.210280550910729,"Timber, diversity and carbon exposed zone"
Central African Republic,,15,,"Timber, diversity and carbon exposed zone"
Chad,,15,,"Timber, diversity and carbon exposed zone"
Chile,58485.7500586586,15,0.0717753740764222,"Timber, diversity and carbon exposed zone"
China,2408965.47938727,15,0.255074177874409,"Timber, diversity and carbon exposed zone"
Colombia,12078.7122251535,15,0.0104860587800346,"Timber, diversity and carbon exposed zone"
Costa Rica,,15,,"Timber, diversity and carbon exposed zone"
Cote d'Ivoire,,15,,"Timber, diversity and carbon exposed zone"
Cuba,,15,,"Timber, diversity and carbon exposed zone"
Dem. Rep. Korea,,15,,"Timber, diversity and carbon exposed zone"
Democratic Republic of the Congo,,15,,"Timber, diversity and carbon exposed zone"
Djibouti,,15,,"Timber, diversity and carbon exposed zone"
Dominican Republic,,15,,"Timber, diversity and carbon exposed zone"
Ecuador,12308.9596683843,15,0.0490891353353985,"Timber, diversity and carbon exposed zone"
Egypt,,15,,"Timber, diversity and carbon exposed zone"
El Salvador,,15,,"Timber, diversity and carbon exposed zone"
Equatorial Guinea,,15,,"Timber, diversity and carbon exposed zone"
Eritrea,,15,,"Timber, diversity and carbon exposed zone"
Ethiopia,,15,,"Timber, diversity and carbon exposed zone"
EU,3942145.68438088,15,0.950944797133551,"Timber, diversity and carbon exposed zone"
Fiji,,15,,"Timber, diversity and carbon exposed zone"
Franch_GYN,,15,,"Timber, diversity and carbon exposed zone"
Gabon,,15,,"Timber, diversity and carbon exposed zone"
Georgia,,15,,"Timber, diversity and carbon exposed zone"
Ghana,,15,,"Timber, diversity and carbon exposed zone"
Guatemala,,15,,"Timber, diversity and carbon exposed zone"
Guinea,,15,,"Timber, diversity and carbon exposed zone"
Guinea-Bissau,,15,,"Timber, diversity and carbon exposed zone"
Guyana,,15,,"Timber, diversity and carbon exposed zone"
Haiti,,15,,"Timber, diversity and carbon exposed zone"
Honduras,,15,,"Timber, diversity and carbon exposed zone"
Iceland,,15,,"Timber, diversity and carbon exposed zone"
India,415015.821647287,15,0.132049019046965,"Timber, diversity and carbon exposed zone"
Indonesia,60988.9259022376,15,0.0335241895762398,"Timber, diversity and carbon exposed zone"
Iran,,15,,"Timber, diversity and carbon exposed zone"
Iraq,,15,,"Timber, diversity and carbon exposed zone"
Israel,,15,,"Timber, diversity and carbon exposed zone"
Jamaica,,15,,"Timber, diversity and carbon exposed zone"
Japan,853902.709500212,15,2.11038224557566,"Timber, diversity and carbon exposed zone"
Jordan,,15,,"Timber, diversity and carbon exposed zone"
Kazakhstan,,15,,"Timber, diversity and carbon exposed zone"
Kenya,,15,,"Timber, diversity and carbon exposed zone"
Kingdom of eSwatini,,15,,"Timber, diversity and carbon exposed zone"
Kosovo,,15,,"Timber, diversity and carbon exposed zone"
Kuwait,,15,,"Timber, diversity and carbon exposed zone"
Kyrgyzstan,,15,,"Timber, diversity and carbon exposed zone"
Lao PDR,,15,,"Timber, diversity and carbon exposed zone"
Lebanon,,15,,"Timber, diversity and carbon exposed zone"
Lesotho,,15,,"Timber, diversity and carbon exposed zone"
Liberia,,15,,"Timber, diversity and carbon exposed zone"
Libya,,15,,"Timber, diversity and carbon exposed zone"
Madagascar,,15,,"Timber, diversity and carbon exposed zone"
Malawi,11858.6272093933,15,0.106645180580753,"Timber, diversity and carbon exposed zone"
Malaysia,49156.9293091199,15,0.145337306515024,"Timber, diversity and carbon exposed zone"
Mali,,15,,"Timber, diversity and carbon exposed zone"
Mauritania,,15,,"Timber, diversity and carbon exposed zone"
Mexico,23343.3275788788,15,0.011852531689858,"Timber, diversity and carbon exposed zone"
Moldova,,15,,"Timber, diversity and carbon exposed zone"
Mongolia,,15,,"Timber, diversity and carbon exposed zone"
Montenegro,,15,,"Timber, diversity and carbon exposed zone"
Morocco,,15,,"Timber, diversity and carbon exposed zone"
Mozambique,,15,,"Timber, diversity and carbon exposed zone"
Myanmar,22139.5481988514,15,0.0325785706167194,"Timber, diversity and carbon exposed zone"
Namibia,,15,,"Timber, diversity and carbon exposed zone"
Nepal,21800.4101047401,15,0.144654372544234,"Timber, diversity and carbon exposed zone"
New Caledonia,,15,,"Timber, diversity and carbon exposed zone"
New Zealand,1211295.33597479,15,4.36302197100663,"Timber, diversity and carbon exposed zone"
Nicaragua,,15,,"Timber, diversity and carbon exposed zone"
Niger,,15,,"Timber, diversity and carbon exposed zone"
Nigeria,,15,,"Timber, diversity and carbon exposed zone"
North Macedonia,,15,,"Timber, diversity and carbon exposed zone"
Northern Cyprus,,15,,"Timber, diversity and carbon exposed zone"
Norway,106191.142253325,15,0.266815510562618,"Timber, diversity and carbon exposed zone"
Oman,,15,,"Timber, diversity and carbon exposed zone"
Pakistan,,15,,"Timber, diversity and carbon exposed zone"
Palestine,,15,,"Timber, diversity and carbon exposed zone"
Panama,,15,,"Timber, diversity and carbon exposed zone"
Papua New Guinea,,15,,"Timber, diversity and carbon exposed zone"
Paraguay,,15,,"Timber, diversity and carbon exposed zone"
Peru,,15,,"Timber, diversity and carbon exposed zone"
Philippines,85339.9361034691,15,0.292003109993417,"Timber, diversity and carbon exposed zone"
Puerto Rico,,15,,"Timber, diversity and carbon exposed zone"
Qatar,,15,,"Timber, diversity and carbon exposed zone"
Republic of Korea,1646929.97096832,15,16.6282047739989,"Timber, diversity and carbon exposed zone"
Republic of the Congo,,15,,"Timber, diversity and carbon exposed zone"
Russian Federation,32546.6373145721,15,0.00191242607477249,"Timber, diversity and carbon exposed zone"
Rwanda,,15,,"Timber, diversity and carbon exposed zone"
Saudi Arabia,,15,,"Timber, diversity and carbon exposed zone"
Senegal,,15,,"Timber, diversity and carbon exposed zone"
Serbia,,15,,"Timber, diversity and carbon exposed zone"
Sierra Leone,,15,,"Timber, diversity and carbon exposed zone"
Solomon Islands,,15,,"Timber, diversity and carbon exposed zone"
Somalia,,15,,"Timber, diversity and carbon exposed zone"
Somaliland,,15,,"Timber, diversity and carbon exposed zone"
South Africa,64672.4454728459,15,0.0531670516469137,"Timber, diversity and carbon exposed zone"
South Sudan,,15,,"Timber, diversity and carbon exposed zone"
Sri Lanka,329782.414016212,15,5.04482917297648,"Timber, diversity and carbon exposed zone"
Sudan,,15,,"Timber, diversity and carbon exposed zone"
Suriname,,15,,"Timber, diversity and carbon exposed zone"
Switzerland,1005277.40376378,15,21.7661984887762,"Timber, diversity and carbon exposed zone"
Syria,,15,,"Timber, diversity and carbon exposed zone"
Tajikistan,,15,,"Timber, diversity and carbon exposed zone"
Tanzania,,15,,"Timber, diversity and carbon exposed zone"
Thailand,72111.5681164934,15,0.14136042602246,"Timber, diversity and carbon exposed zone"
The Gambia,,15,,"Timber, diversity and carbon exposed zone"
Timor-Leste,,15,,"Timber, diversity and carbon exposed zone"
Togo,,15,,"Timber, diversity and carbon exposed zone"
Trinidad and Tobago,,15,,"Timber, diversity and carbon exposed zone"
Tunisia,,15,,"Timber, diversity and carbon exposed zone"
Turkey,,15,,"Timber, diversity and carbon exposed zone"
Turkmenistan,,15,,"Timber, diversity and carbon exposed zone"
Uganda,,15,,"Timber, diversity and carbon exposed zone"
Ukraine,39568.7691140091,15,0.0691098385583014,"Timber, diversity and carbon exposed zone"
United Arab Emirates,,15,,"Timber, diversity and carbon exposed zone"
United Kingdom,93394.0278005691,15,0.373596451937099,"Timber, diversity and carbon exposed zone"
United States,21863055.4967453,15,2.29877452979632,"Timber, diversity and carbon exposed zone"
Uruguay,,15,,"Timber, diversity and carbon exposed zone"
Uzbekistan,,15,,"Timber, diversity and carbon exposed zone"
Vanuatu,,15,,"Timber, diversity and carbon exposed zone"
Venezuela,,15,,"Timber, diversity and carbon exposed zone"
Vietnam,12053.5535331793,15,0.0358746498115909,"Timber, diversity and carbon exposed zone"
Western Sahara,,15,,"Timber, diversity and carbon exposed zone"
Yemen,,15,,"Timber, diversity and carbon exposed zone"
Zambia,,15,,"Timber, diversity and carbon exposed zone"
Zimbabwe,,15,,"Timber, diversity and carbon exposed zone"
