EU753,area,id,type
Bhutan,,10,Timber and carbon exposed zone
Bolivia,,10,Timber and carbon exposed zone
Bosnia and Herzegovina,17912.2204362503,10,Timber and carbon exposed zone
Botswana,,10,Timber and carbon exposed zone
Brazil,,10,Timber and carbon exposed zone
Brunei Darussalam,,10,Timber and carbon exposed zone
Burkina Faso,,10,Timber and carbon exposed zone
Burundi,,10,Timber and carbon exposed zone
Cambodia,,10,Timber and carbon exposed zone
Cameroon,,10,Timber and carbon exposed zone
Canada,201184.794805344,10,Timber and carbon exposed zone
Central African Republic,,10,Timber and carbon exposed zone
Chad,,10,Timber and carbon exposed zone
Chile,,10,Timber and carbon exposed zone
China,,10,Timber and carbon exposed zone
Colombia,,10,Timber and carbon exposed zone
Costa Rica,,10,Timber and carbon exposed zone
Cote d'Ivoire,,10,Timber and carbon exposed zone
Cuba,,10,Timber and carbon exposed zone
Dem. Rep. Korea,,10,Timber and carbon exposed zone
Democratic Republic of the Congo,,10,Timber and carbon exposed zone
Djibouti,,10,Timber and carbon exposed zone
Dominican Republic,,10,Timber and carbon exposed zone
Ecuador,,10,Timber and carbon exposed zone
Egypt,,10,Timber and carbon exposed zone
El Salvador,,10,Timber and carbon exposed zone
Equatorial Guinea,,10,Timber and carbon exposed zone
Eritrea,,10,Timber and carbon exposed zone
Ethiopia,,10,Timber and carbon exposed zone
EU,31469771.136533,10,Timber and carbon exposed zone
Fiji,,10,Timber and carbon exposed zone
Franch_GYN,,10,Timber and carbon exposed zone
Gabon,,10,Timber and carbon exposed zone
Georgia,,10,Timber and carbon exposed zone
Ghana,,10,Timber and carbon exposed zone
Guatemala,,10,Timber and carbon exposed zone
Guinea,,10,Timber and carbon exposed zone
Guinea-Bissau,,10,Timber and carbon exposed zone
Guyana,,10,Timber and carbon exposed zone
Haiti,,10,Timber and carbon exposed zone
Honduras,,10,Timber and carbon exposed zone
Iceland,,10,Timber and carbon exposed zone
India,,10,Timber and carbon exposed zone
Indonesia,,10,Timber and carbon exposed zone
Iran,,10,Timber and carbon exposed zone
Iraq,,10,Timber and carbon exposed zone
Israel,10393.0918479866,10,Timber and carbon exposed zone
Jamaica,,10,Timber and carbon exposed zone
Japan,,10,Timber and carbon exposed zone
Jordan,,10,Timber and carbon exposed zone
Kazakhstan,,10,Timber and carbon exposed zone
Kenya,,10,Timber and carbon exposed zone
Kingdom of eSwatini,,10,Timber and carbon exposed zone
Kosovo,,10,Timber and carbon exposed zone
Kuwait,,10,Timber and carbon exposed zone
Kyrgyzstan,,10,Timber and carbon exposed zone
Lao PDR,,10,Timber and carbon exposed zone
Lebanon,,10,Timber and carbon exposed zone
Lesotho,,10,Timber and carbon exposed zone
Liberia,,10,Timber and carbon exposed zone
Libya,,10,Timber and carbon exposed zone
Madagascar,,10,Timber and carbon exposed zone
Malawi,,10,Timber and carbon exposed zone
Malaysia,,10,Timber and carbon exposed zone
Mali,,10,Timber and carbon exposed zone
Mauritania,,10,Timber and carbon exposed zone
Mexico,,10,Timber and carbon exposed zone
Moldova,,10,Timber and carbon exposed zone
Mongolia,,10,Timber and carbon exposed zone
Montenegro,,10,Timber and carbon exposed zone
Morocco,,10,Timber and carbon exposed zone
Mozambique,,10,Timber and carbon exposed zone
Myanmar,,10,Timber and carbon exposed zone
Namibia,,10,Timber and carbon exposed zone
Nepal,,10,Timber and carbon exposed zone
New Caledonia,,10,Timber and carbon exposed zone
New Zealand,,10,Timber and carbon exposed zone
Nicaragua,,10,Timber and carbon exposed zone
Niger,,10,Timber and carbon exposed zone
Nigeria,,10,Timber and carbon exposed zone
North Macedonia,,10,Timber and carbon exposed zone
Northern Cyprus,,10,Timber and carbon exposed zone
Norway,571979.199030562,10,Timber and carbon exposed zone
Oman,,10,Timber and carbon exposed zone
Pakistan,,10,Timber and carbon exposed zone
Palestine,,10,Timber and carbon exposed zone
Panama,,10,Timber and carbon exposed zone
Papua New Guinea,,10,Timber and carbon exposed zone
Paraguay,,10,Timber and carbon exposed zone
Peru,,10,Timber and carbon exposed zone
Philippines,,10,Timber and carbon exposed zone
Puerto Rico,,10,Timber and carbon exposed zone
Qatar,,10,Timber and carbon exposed zone
Republic of Korea,,10,Timber and carbon exposed zone
Republic of the Congo,,10,Timber and carbon exposed zone
Russian Federation,414888.850203661,10,Timber and carbon exposed zone
Rwanda,,10,Timber and carbon exposed zone
Saudi Arabia,,10,Timber and carbon exposed zone
Senegal,,10,Timber and carbon exposed zone
Serbia,,10,Timber and carbon exposed zone
Sierra Leone,,10,Timber and carbon exposed zone
Solomon Islands,,10,Timber and carbon exposed zone
Somalia,,10,Timber and carbon exposed zone
Somaliland,,10,Timber and carbon exposed zone
South Africa,,10,Timber and carbon exposed zone
South Sudan,,10,Timber and carbon exposed zone
Sri Lanka,,10,Timber and carbon exposed zone
Sudan,,10,Timber and carbon exposed zone
Suriname,,10,Timber and carbon exposed zone
Switzerland,1132768.83673352,10,Timber and carbon exposed zone
Syria,,10,Timber and carbon exposed zone
Tajikistan,,10,Timber and carbon exposed zone
Tanzania,,10,Timber and carbon exposed zone
Thailand,,10,Timber and carbon exposed zone
The Gambia,,10,Timber and carbon exposed zone
Timor-Leste,,10,Timber and carbon exposed zone
Togo,,10,Timber and carbon exposed zone
Trinidad and Tobago,,10,Timber and carbon exposed zone
Tunisia,,10,Timber and carbon exposed zone
Turkey,,10,Timber and carbon exposed zone
Turkmenistan,,10,Timber and carbon exposed zone
Uganda,,10,Timber and carbon exposed zone
Ukraine,127985.480975851,10,Timber and carbon exposed zone
United Arab Emirates,,10,Timber and carbon exposed zone
United Kingdom,1847613.94996147,10,Timber and carbon exposed zone
United States,174456.231519051,10,Timber and carbon exposed zone
Uruguay,,10,Timber and carbon exposed zone
Uzbekistan,,10,Timber and carbon exposed zone
Vanuatu,,10,Timber and carbon exposed zone
Venezuela,,10,Timber and carbon exposed zone
Vietnam,,10,Timber and carbon exposed zone
Western Sahara,,10,Timber and carbon exposed zone
Yemen,,10,Timber and carbon exposed zone
Zambia,,10,Timber and carbon exposed zone
Zimbabwe,,10,Timber and carbon exposed zone
Afghanistan,,12,Diversity and carbon exposed zone
Albania,,12,Diversity and carbon exposed zone
Algeria,,12,Diversity and carbon exposed zone
Angola,,12,Diversity and carbon exposed zone
Argentina,83862.8241723202,12,Diversity and carbon exposed zone
Armenia,,12,Diversity and carbon exposed zone
Australia,1629425.80054607,12,Diversity and carbon exposed zone
Azerbaijan,,12,Diversity and carbon exposed zone
Bahamas,,12,Diversity and carbon exposed zone
Bangladesh,,12,Diversity and carbon exposed zone
Belarus,,12,Diversity and carbon exposed zone
Belize,23519.3478881268,12,Diversity and carbon exposed zone
Benin,731669.826188242,12,Diversity and carbon exposed zone
Bhutan,,12,Diversity and carbon exposed zone
Bolivia,11737.7108903549,12,Diversity and carbon exposed zone
Bosnia and Herzegovina,,12,Diversity and carbon exposed zone
Botswana,,12,Diversity and carbon exposed zone
Brazil,583629.651872293,12,Diversity and carbon exposed zone
Brunei Darussalam,,12,Diversity and carbon exposed zone
Burkina Faso,,12,Diversity and carbon exposed zone
Burundi,,12,Diversity and carbon exposed zone
Cambodia,59867.3334134827,12,Diversity and carbon exposed zone
Cameroon,,12,Diversity and carbon exposed zone
Canada,1821451.60421956,12,Diversity and carbon exposed zone
Central African Republic,,12,Diversity and carbon exposed zone
Chad,,12,Diversity and carbon exposed zone
Chile,90988.057371051,12,Diversity and carbon exposed zone
China,504514.330117725,12,Diversity and carbon exposed zone
Colombia,232733.845972379,12,Diversity and carbon exposed zone
Costa Rica,206129.348941478,12,Diversity and carbon exposed zone
Cote d'Ivoire,36715.7564979314,12,Diversity and carbon exposed zone
Cuba,11374.2007423538,12,Diversity and carbon exposed zone
Dem. Rep. Korea,,12,Diversity and carbon exposed zone
Democratic Republic of the Congo,,12,Diversity and carbon exposed zone
Djibouti,,12,Diversity and carbon exposed zone
Dominican Republic,93307.7484447888,12,Diversity and carbon exposed zone
Ecuador,356852.419446798,12,Diversity and carbon exposed zone
Egypt,,12,Diversity and carbon exposed zone
El Salvador,23935.701980895,12,Diversity and carbon exposed zone
Equatorial Guinea,,12,Diversity and carbon exposed zone
Eritrea,,12,Diversity and carbon exposed zone
Ethiopia,12202.4147182886,12,Diversity and carbon exposed zone
EU,778911.997704046,12,Diversity and carbon exposed zone
Fiji,23456.0687534691,12,Diversity and carbon exposed zone
Franch_GYN,12266.1743935871,12,Diversity and carbon exposed zone
Gabon,,12,Diversity and carbon exposed zone
Georgia,9195.3769437767,12,Diversity and carbon exposed zone
Ghana,12223.5369733185,12,Diversity and carbon exposed zone
Guatemala,35637.2755267262,12,Diversity and carbon exposed zone
Guinea,,12,Diversity and carbon exposed zone
Guinea-Bissau,,12,Diversity and carbon exposed zone
Guyana,,12,Diversity and carbon exposed zone
Haiti,23397.3427499981,12,Diversity and carbon exposed zone
Honduras,71526.515282581,12,Diversity and carbon exposed zone
Iceland,,12,Diversity and carbon exposed zone
India,68897.8941314934,12,Diversity and carbon exposed zone
Indonesia,195435.649831302,12,Diversity and carbon exposed zone
Iran,,12,Diversity and carbon exposed zone
Iraq,,12,Diversity and carbon exposed zone
Israel,,12,Diversity and carbon exposed zone
Jamaica,35148.5523522068,12,Diversity and carbon exposed zone
Japan,10047.9044180443,12,Diversity and carbon exposed zone
Jordan,,12,Diversity and carbon exposed zone
Kazakhstan,,12,Diversity and carbon exposed zone
Kenya,,12,Diversity and carbon exposed zone
Kingdom of eSwatini,,12,Diversity and carbon exposed zone
Kosovo,,12,Diversity and carbon exposed zone
Kuwait,,12,Diversity and carbon exposed zone
Kyrgyzstan,,12,Diversity and carbon exposed zone
Lao PDR,11892.1430228523,12,Diversity and carbon exposed zone
Lebanon,,12,Diversity and carbon exposed zone
Lesotho,,12,Diversity and carbon exposed zone
Liberia,,12,Diversity and carbon exposed zone
Libya,,12,Diversity and carbon exposed zone
Madagascar,23150.7607442829,12,Diversity and carbon exposed zone
Malawi,,12,Diversity and carbon exposed zone
Malaysia,36836.8555199513,12,Diversity and carbon exposed zone
Mali,,12,Diversity and carbon exposed zone
Mauritania,,12,Diversity and carbon exposed zone
Mexico,819065.281978044,12,Diversity and carbon exposed zone
Moldova,,12,Diversity and carbon exposed zone
Mongolia,,12,Diversity and carbon exposed zone
Montenegro,,12,Diversity and carbon exposed zone
Morocco,10229.7424413094,12,Diversity and carbon exposed zone
Mozambique,11077.9464667675,12,Diversity and carbon exposed zone
Myanmar,,12,Diversity and carbon exposed zone
Namibia,,12,Diversity and carbon exposed zone
Nepal,,12,Diversity and carbon exposed zone
New Caledonia,22930.2604586903,12,Diversity and carbon exposed zone
New Zealand,314192.436714364,12,Diversity and carbon exposed zone
Nicaragua,60254.5958580135,12,Diversity and carbon exposed zone
Niger,,12,Diversity and carbon exposed zone
Nigeria,12233.2272355375,12,Diversity and carbon exposed zone
North Macedonia,,12,Diversity and carbon exposed zone
Northern Cyprus,,12,Diversity and carbon exposed zone
Norway,99011.3817588326,12,Diversity and carbon exposed zone
Oman,,12,Diversity and carbon exposed zone
Pakistan,,12,Diversity and carbon exposed zone
Palestine,,12,Diversity and carbon exposed zone
Panama,170341.24746632,12,Diversity and carbon exposed zone
Papua New Guinea,73251.6702000082,12,Diversity and carbon exposed zone
Paraguay,11256.9648368263,12,Diversity and carbon exposed zone
Peru,24301.7239786956,12,Diversity and carbon exposed zone
Philippines,,12,Diversity and carbon exposed zone
Puerto Rico,70211.8374832813,12,Diversity and carbon exposed zone
Qatar,,12,Diversity and carbon exposed zone
Republic of Korea,60041.9131179443,12,Diversity and carbon exposed zone
Republic of the Congo,,12,Diversity and carbon exposed zone
Russian Federation,119637.486506319,12,Diversity and carbon exposed zone
Rwanda,,12,Diversity and carbon exposed zone
Saudi Arabia,,12,Diversity and carbon exposed zone
Senegal,,12,Diversity and carbon exposed zone
Serbia,26385.0285082809,12,Diversity and carbon exposed zone
Sierra Leone,,12,Diversity and carbon exposed zone
Solomon Islands,12146.4137260553,12,Diversity and carbon exposed zone
Somalia,12308.7042284662,12,Diversity and carbon exposed zone
Somaliland,,12,Diversity and carbon exposed zone
South Africa,306545.873723074,12,Diversity and carbon exposed zone
South Sudan,,12,Diversity and carbon exposed zone
Sri Lanka,12223.5369733185,12,Diversity and carbon exposed zone
Sudan,,12,Diversity and carbon exposed zone
Suriname,,12,Diversity and carbon exposed zone
Switzerland,314804.68370036,12,Diversity and carbon exposed zone
Syria,,12,Diversity and carbon exposed zone
Tajikistan,,12,Diversity and carbon exposed zone
Tanzania,,12,Diversity and carbon exposed zone
Thailand,71648.9949291021,12,Diversity and carbon exposed zone
The Gambia,,12,Diversity and carbon exposed zone
Timor-Leste,,12,Diversity and carbon exposed zone
Togo,24390.7303025854,12,Diversity and carbon exposed zone
Trinidad and Tobago,,12,Diversity and carbon exposed zone
Tunisia,,12,Diversity and carbon exposed zone
Turkey,,12,Diversity and carbon exposed zone
Turkmenistan,,12,Diversity and carbon exposed zone
Uganda,,12,Diversity and carbon exposed zone
Ukraine,103994.88693596,12,Diversity and carbon exposed zone
United Arab Emirates,,12,Diversity and carbon exposed zone
United Kingdom,78727.6704868866,12,Diversity and carbon exposed zone
United States,3991497.10183644,12,Diversity and carbon exposed zone
Uruguay,,12,Diversity and carbon exposed zone
Uzbekistan,,12,Diversity and carbon exposed zone
Vanuatu,11886.6457718391,12,Diversity and carbon exposed zone
Venezuela,12199.6112672478,12,Diversity and carbon exposed zone
Vietnam,,12,Diversity and carbon exposed zone
Western Sahara,,12,Diversity and carbon exposed zone
Yemen,,12,Diversity and carbon exposed zone
Zambia,,12,Diversity and carbon exposed zone
Zimbabwe,34841.9653874298,12,Diversity and carbon exposed zone
Afghanistan,,15,"Timber, diversity and carbon exposed zone"
Albania,,15,"Timber, diversity and carbon exposed zone"
Algeria,,15,"Timber, diversity and carbon exposed zone"
Angola,,15,"Timber, diversity and carbon exposed zone"
Argentina,,15,"Timber, diversity and carbon exposed zone"
Armenia,,15,"Timber, diversity and carbon exposed zone"
Australia,807374.604547377,15,"Timber, diversity and carbon exposed zone"
Azerbaijan,,15,"Timber, diversity and carbon exposed zone"
Bahamas,,15,"Timber, diversity and carbon exposed zone"
Bangladesh,,15,"Timber, diversity and carbon exposed zone"
Belarus,22214.4606193192,15,"Timber, diversity and carbon exposed zone"
Belize,,15,"Timber, diversity and carbon exposed zone"
Benin,,15,"Timber, diversity and carbon exposed zone"
Bhutan,10973.7567268681,15,"Timber, diversity and carbon exposed zone"
Bolivia,,15,"Timber, diversity and carbon exposed zone"
Bosnia and Herzegovina,8844.95405225906,15,"Timber, diversity and carbon exposed zone"
Botswana,,15,"Timber, diversity and carbon exposed zone"
Brazil,179710.317343702,15,"Timber, diversity and carbon exposed zone"
Brunei Darussalam,,15,"Timber, diversity and carbon exposed zone"
Burkina Faso,,15,"Timber, diversity and carbon exposed zone"
Burundi,,15,"Timber, diversity and carbon exposed zone"
Cambodia,,15,"Timber, diversity and carbon exposed zone"
Cameroon,,15,"Timber, diversity and carbon exposed zone"
Canada,674648.327487299,15,"Timber, diversity and carbon exposed zone"
Central African Republic,,15,"Timber, diversity and carbon exposed zone"
Chad,,15,"Timber, diversity and carbon exposed zone"
Chile,69323.3945427917,15,"Timber, diversity and carbon exposed zone"
China,1114974.56048241,15,"Timber, diversity and carbon exposed zone"
Colombia,,15,"Timber, diversity and carbon exposed zone"
Costa Rica,,15,"Timber, diversity and carbon exposed zone"
Cote d'Ivoire,,15,"Timber, diversity and carbon exposed zone"
Cuba,,15,"Timber, diversity and carbon exposed zone"
Dem. Rep. Korea,,15,"Timber, diversity and carbon exposed zone"
Democratic Republic of the Congo,,15,"Timber, diversity and carbon exposed zone"
Djibouti,,15,"Timber, diversity and carbon exposed zone"
Dominican Republic,,15,"Timber, diversity and carbon exposed zone"
Ecuador,,15,"Timber, diversity and carbon exposed zone"
Egypt,,15,"Timber, diversity and carbon exposed zone"
El Salvador,,15,"Timber, diversity and carbon exposed zone"
Equatorial Guinea,,15,"Timber, diversity and carbon exposed zone"
Eritrea,,15,"Timber, diversity and carbon exposed zone"
Ethiopia,,15,"Timber, diversity and carbon exposed zone"
EU,3499341.75590222,15,"Timber, diversity and carbon exposed zone"
Fiji,,15,"Timber, diversity and carbon exposed zone"
Franch_GYN,,15,"Timber, diversity and carbon exposed zone"
Gabon,,15,"Timber, diversity and carbon exposed zone"
Georgia,,15,"Timber, diversity and carbon exposed zone"
Ghana,,15,"Timber, diversity and carbon exposed zone"
Guatemala,,15,"Timber, diversity and carbon exposed zone"
Guinea,,15,"Timber, diversity and carbon exposed zone"
Guinea-Bissau,,15,"Timber, diversity and carbon exposed zone"
Guyana,,15,"Timber, diversity and carbon exposed zone"
Haiti,,15,"Timber, diversity and carbon exposed zone"
Honduras,,15,"Timber, diversity and carbon exposed zone"
Iceland,,15,"Timber, diversity and carbon exposed zone"
India,12117.7658434198,15,"Timber, diversity and carbon exposed zone"
Indonesia,12185.0505655659,15,"Timber, diversity and carbon exposed zone"
Iran,,15,"Timber, diversity and carbon exposed zone"
Iraq,,15,"Timber, diversity and carbon exposed zone"
Israel,,15,"Timber, diversity and carbon exposed zone"
Jamaica,,15,"Timber, diversity and carbon exposed zone"
Japan,,15,"Timber, diversity and carbon exposed zone"
Jordan,,15,"Timber, diversity and carbon exposed zone"
Kazakhstan,,15,"Timber, diversity and carbon exposed zone"
Kenya,,15,"Timber, diversity and carbon exposed zone"
Kingdom of eSwatini,,15,"Timber, diversity and carbon exposed zone"
Kosovo,,15,"Timber, diversity and carbon exposed zone"
Kuwait,,15,"Timber, diversity and carbon exposed zone"
Kyrgyzstan,,15,"Timber, diversity and carbon exposed zone"
Lao PDR,,15,"Timber, diversity and carbon exposed zone"
Lebanon,,15,"Timber, diversity and carbon exposed zone"
Lesotho,,15,"Timber, diversity and carbon exposed zone"
Liberia,,15,"Timber, diversity and carbon exposed zone"
Libya,,15,"Timber, diversity and carbon exposed zone"
Madagascar,,15,"Timber, diversity and carbon exposed zone"
Malawi,11858.6272093933,15,"Timber, diversity and carbon exposed zone"
Malaysia,12244.5229038522,15,"Timber, diversity and carbon exposed zone"
Mali,,15,"Timber, diversity and carbon exposed zone"
Mauritania,,15,"Timber, diversity and carbon exposed zone"
Mexico,,15,"Timber, diversity and carbon exposed zone"
Moldova,,15,"Timber, diversity and carbon exposed zone"
Mongolia,,15,"Timber, diversity and carbon exposed zone"
Montenegro,18347.8406808029,15,"Timber, diversity and carbon exposed zone"
Morocco,,15,"Timber, diversity and carbon exposed zone"
Mozambique,,15,"Timber, diversity and carbon exposed zone"
Myanmar,,15,"Timber, diversity and carbon exposed zone"
Namibia,,15,"Timber, diversity and carbon exposed zone"
Nepal,,15,"Timber, diversity and carbon exposed zone"
New Caledonia,,15,"Timber, diversity and carbon exposed zone"
New Zealand,191238.817578134,15,"Timber, diversity and carbon exposed zone"
Nicaragua,,15,"Timber, diversity and carbon exposed zone"
Niger,,15,"Timber, diversity and carbon exposed zone"
Nigeria,,15,"Timber, diversity and carbon exposed zone"
North Macedonia,,15,"Timber, diversity and carbon exposed zone"
Northern Cyprus,,15,"Timber, diversity and carbon exposed zone"
Norway,268112.744354581,15,"Timber, diversity and carbon exposed zone"
Oman,,15,"Timber, diversity and carbon exposed zone"
Pakistan,,15,"Timber, diversity and carbon exposed zone"
Palestine,,15,"Timber, diversity and carbon exposed zone"
Panama,,15,"Timber, diversity and carbon exposed zone"
Papua New Guinea,,15,"Timber, diversity and carbon exposed zone"
Paraguay,,15,"Timber, diversity and carbon exposed zone"
Peru,,15,"Timber, diversity and carbon exposed zone"
Philippines,,15,"Timber, diversity and carbon exposed zone"
Puerto Rico,,15,"Timber, diversity and carbon exposed zone"
Qatar,,15,"Timber, diversity and carbon exposed zone"
Republic of Korea,139786.453881953,15,"Timber, diversity and carbon exposed zone"
Republic of the Congo,,15,"Timber, diversity and carbon exposed zone"
Russian Federation,16528.8966647423,15,"Timber, diversity and carbon exposed zone"
Rwanda,,15,"Timber, diversity and carbon exposed zone"
Saudi Arabia,,15,"Timber, diversity and carbon exposed zone"
Senegal,,15,"Timber, diversity and carbon exposed zone"
Serbia,,15,"Timber, diversity and carbon exposed zone"
Sierra Leone,,15,"Timber, diversity and carbon exposed zone"
Solomon Islands,,15,"Timber, diversity and carbon exposed zone"
Somalia,,15,"Timber, diversity and carbon exposed zone"
Somaliland,,15,"Timber, diversity and carbon exposed zone"
South Africa,74790.0581495258,15,"Timber, diversity and carbon exposed zone"
South Sudan,,15,"Timber, diversity and carbon exposed zone"
Sri Lanka,36628.5478040867,15,"Timber, diversity and carbon exposed zone"
Sudan,,15,"Timber, diversity and carbon exposed zone"
Suriname,,15,"Timber, diversity and carbon exposed zone"
Switzerland,869965.233843152,15,"Timber, diversity and carbon exposed zone"
Syria,,15,"Timber, diversity and carbon exposed zone"
Tajikistan,,15,"Timber, diversity and carbon exposed zone"
Tanzania,,15,"Timber, diversity and carbon exposed zone"
Thailand,12008.7516519884,15,"Timber, diversity and carbon exposed zone"
The Gambia,,15,"Timber, diversity and carbon exposed zone"
Timor-Leste,,15,"Timber, diversity and carbon exposed zone"
Togo,,15,"Timber, diversity and carbon exposed zone"
Trinidad and Tobago,,15,"Timber, diversity and carbon exposed zone"
Tunisia,,15,"Timber, diversity and carbon exposed zone"
Turkey,,15,"Timber, diversity and carbon exposed zone"
Turkmenistan,,15,"Timber, diversity and carbon exposed zone"
Uganda,,15,"Timber, diversity and carbon exposed zone"
Ukraine,55136.9446956726,15,"Timber, diversity and carbon exposed zone"
United Arab Emirates,,15,"Timber, diversity and carbon exposed zone"
United Kingdom,233588.430301937,15,"Timber, diversity and carbon exposed zone"
United States,692771.103812815,15,"Timber, diversity and carbon exposed zone"
Uruguay,10145.7566512337,15,"Timber, diversity and carbon exposed zone"
Uzbekistan,,15,"Timber, diversity and carbon exposed zone"
Vanuatu,,15,"Timber, diversity and carbon exposed zone"
Venezuela,,15,"Timber, diversity and carbon exposed zone"
Vietnam,,15,"Timber, diversity and carbon exposed zone"
Western Sahara,,15,"Timber, diversity and carbon exposed zone"
Yemen,,15,"Timber, diversity and carbon exposed zone"
Zambia,,15,"Timber, diversity and carbon exposed zone"
Zimbabwe,,15,"Timber, diversity and carbon exposed zone"
